State,District,Total,Children,Age_0_5,Age_5_17,Pincodes,Records,Child_Percent,score_children,score_coverage,score_activity,PRIORITY_SCORE
Andhra Pradesh,Sri Potti Sriramulu Nellore,779,649,334,315,68,436,83.3,97.96194370183991,59.39393939393939,87.1377882909521,84.2
Chhattisgarh,Bilaspur,5012,4999,4176,823,24,650,99.7,84.28054725585784,86.06060606060606,80.81017149615612,84.1
Jammu and Kashmir,Jammu,2223,2203,1745,458,42,855,99.1,93.07438276458562,75.15151515151516,74.74866942637493,84.0
Uttar Pradesh,Kanpur Dehat,5651,5506,2654,2852,22,599,97.4,82.68595691146407,87.27272727272728,82.31815493790657,84.0
Maharashtra,Raigad,2426,2365,1800,565,54,463,97.5,92.5648686900456,67.87878787878788,86.33944411590775,83.9
Assam,Tinsukia,6045,4888,2659,2229,29,555,80.9,84.629658751376,83.03030303030303,83.61916026020106,83.9
Bihar,Supaul,5274,5188,2851,2337,23,692,98.4,83.68611416889448,86.66666666666667,79.56830277942046,83.8
Rajasthan,Kota,3853,3797,2737,1060,30,867,98.5,88.06101588300047,82.42424242424242,74.39384979302187,83.6
Rajasthan,Karauli,5068,5032,3495,1537,25,708,99.3,84.17675735178487,85.45454545454545,79.09520993494974,83.5
Uttar Pradesh,Kushinagar,5975,5955,2337,3618,19,663,99.7,81.27378518635005,89.0909090909091,80.42578356002366,83.4
Uttar Pradesh,Banda,7791,7619,3294,4325,14,380,97.8,76.04025790218589,92.12121212121212,88.79361324659965,83.4
West Bengal,Paschim Bardhaman,682,657,460,197,71,490,96.3,97.93678251297374,57.57575757575758,85.54109994086339,83.3
Rajasthan,Chittorgarh,4278,4203,2573,1630,32,749,98.2,86.78408554804214,81.21212121212122,77.8829095209935,83.3
Assam,Marigaon,8194,7494,5058,2436,15,409,91.5,76.43340147821985,91.51515151515152,87.93613246599645,83.3
Bihar,Rohtas,3864,3815,1178,2637,33,841,98.7,88.00440320805158,80.60606060606061,75.16262566528681,83.2
Gujarat,Valsad,4480,4313,3322,991,36,615,96.3,86.43811920113225,78.78787878787878,81.84506209343584,83.2
Assam,Kamrup Metro,3647,2958,1502,1456,41,834,81.1,90.69979556534047,75.75757575757576,75.36960378474275,83.2
Gujarat,Surendra Nagar,4290,4074,2847,1227,35,728,95.0,87.1898097185092,79.39393939393939,78.50384387936133,83.1
Uttar Pradesh,Chandauli,6722,6579,2947,3632,19,556,97.9,79.31121245478849,89.0909090909091,83.58959195742165,83.1
Karnataka,Bijapur,2301,2296,1746,550,44,934,99.8,92.78188394401636,73.93939393939394,72.4127735068007,83.1
Delhi,South West Delhi,5621,5376,4028,1348,26,676,95.6,83.0948262305394,84.84848484848484,80.04139562389119,83.0
Meghalaya,West Khasi Hills,15116,10152,2278,7874,4,85,67.2,68.07359647743355,98.18181818181819,97.51626256652868,83.0
Karnataka,Gulbarga,1958,1958,1626,332,52,792,100.0,93.8449441736122,69.0909090909091,76.61147250147842,83.0
Gujarat,Sabarkantha,3109,2880,1999,881,44,806,92.6,90.94511715678566,73.93939393939394,76.19751626256652,82.9
Karnataka,Mysore,1295,1294,1192,102,60,736,99.9,95.93332284950463,64.24242424242425,78.26729745712596,82.9
Punjab,Hoshiarpur,2617,2514,2199,315,52,657,96.1,92.09624154741311,69.0909090909091,80.60319337670018,82.9
Odisha,Bhadrak,2801,2800,2060,740,41,924,100.0,91.1967290454474,75.75757575757576,72.70845653459492,82.9
Himachal Pradesh,Mandi,1063,1057,1033,24,64,673,99.4,96.67872306966504,61.81818181818181,80.13010053222945,82.9
Gujarat,Patan,7130,6525,4556,1969,23,490,91.5,79.48105047963517,86.66666666666667,85.54109994086339,82.8
Madhya Pradesh,Ujjain,5961,5939,5015,924,22,679,99.6,81.3241075640824,87.27272727272728,79.95269071555293,82.8
Karnataka,Tumkur,1241,1241,1158,83,60,794,100.0,96.10001572574305,64.24242424242425,76.55233589591957,82.6
Telangana,Khammam,2275,2273,1491,782,50,830,99.9,92.85422236200661,70.3030303030303,75.48787699586043,82.6
Karnataka,Tumakuru,1306,1281,1203,78,60,790,98.1,95.97420978141217,64.24242424242425,76.67060910703725,82.6
Madhya Pradesh,Dhar,7251,6929,4464,2465,22,495,95.6,78.21041044189337,87.27272727272728,85.39325842696628,82.4
Bihar,Aurangabad,5086,5057,1394,3663,28,799,99.4,84.09812863657808,83.63636363636364,76.40449438202248,82.4
Karnataka,Raichur,4598,4540,3398,1142,30,890,98.7,85.72417046705456,82.42424242424242,73.7137788290952,82.3
Tamil Nadu,Kanyakumari,1048,1045,1000,45,66,727,99.7,96.71646485296431,60.6060606060606,78.53341218214075,82.2
West Bengal,South Twenty Four Parganas,1963,1960,1406,554,58,745,99.8,93.83865387639565,65.45454545454545,78.00118273211118,82.2
Maharashtra,Yavatmal,4755,4666,3600,1066,33,801,98.1,85.32788174241233,80.60606060606061,76.34535777646363,82.1
Karnataka,Bagalkot,3392,3357,2821,536,38,1020,99.0,89.44488127064004,77.57575757575758,69.86989946777055,82.0
Maharashtra,Buldhana,4858,4742,3844,898,32,829,97.6,85.08885044818368,81.21212121212122,75.51744529863986,82.0
Uttar Pradesh,Balrampur,8283,8148,2466,5682,15,490,98.4,74.37647428841012,91.51515151515152,85.54109994086339,81.8
Madhya Pradesh,Jabalpur,6211,6184,5155,1029,26,671,99.6,80.55354615505583,84.84848484848484,80.1892371377883,81.8
Madhya Pradesh,Jhabua,9359,9122,4096,5026,13,292,97.5,71.31309954395346,92.72727272727273,91.39562389118865,81.8
Odisha,Kendujhar,3050,3045,2396,649,44,974,99.8,90.42616763642081,73.93939393939394,71.23004139562389,81.6
Karnataka,Vijayapura,3154,3104,2569,535,43,996,98.4,90.24060386853279,74.54545454545455,70.57953873447664,81.6
West Bengal,East Midnapore,1153,1152,961,191,70,702,99.9,96.37993395187922,58.18181818181818,79.27261975162625,81.5
Uttar Pradesh,Ambedkar Nagar,4847,4819,2176,2643,32,900,99.4,84.84667400534676,81.21212121212122,73.418095801301,81.5
Maharashtra,Ratnagiri,1189,1186,1050,136,71,700,99.7,96.27299889919799,57.57575757575758,79.3317563571851,81.3
West Bengal,Dinajpur Uttar,11671,11337,6478,4859,6,11,97.1,64.34659537663154,96.96969696969697,99.70431697220579,81.2
Bihar,Banka,6202,6133,3211,2922,30,655,98.9,80.71394873407769,82.42424242424242,80.66232998225902,81.2
Rajasthan,Sirohi,8068,7874,3931,3943,19,553,97.6,75.23824500707659,89.0909090909091,83.6782968657599,81.1
Uttar Pradesh,Amethi,4174,4160,2052,2108,39,944,99.7,86.91932693819783,76.96969696969697,72.1170904790065,81.0
Tamil Nadu,Kanniyakumari,1233,1233,1157,76,69,804,100.0,96.12517691460921,58.78787878787879,76.25665286812537,81.0
Uttar Pradesh,Etah,8848,8711,5236,3475,17,413,98.5,72.60575562195314,90.3030303030303,87.81785925487877,81.0
Delhi,South Delhi,7618,7293,5470,1823,21,666,95.7,77.06557634848247,87.87878787878788,80.33707865168539,81.0
Uttar Pradesh,Basti,5472,5425,2415,3010,32,833,99.1,82.94071394873407,81.21212121212122,75.39917208752217,80.9
Bihar,Saharsa,8246,8105,3803,4302,18,553,98.3,74.5117156785658,89.6969696969697,83.6782968657599,80.9
Jharkhand,Giridih,7786,7729,4048,3681,19,633,99.3,75.69429155527598,89.0909090909091,81.31283264340627,80.8
Tamil Nadu,Ramanathapuram,1935,1908,1615,293,59,958,98.6,94.00220160402579,64.84848484848484,71.70313424009461,80.8
Assam,Golaghat,9688,8080,4637,3443,21,487,83.4,74.59034439377261,87.87878787878788,85.62980484920166,80.8
Uttar Pradesh,Faizabad,4021,4018,2239,1779,38,1052,99.9,87.36593804057242,77.57575757575758,68.9237137788291,80.7
West Bengal,North Twenty Four Parganas,933,931,711,220,80,590,99.8,97.07501179430729,52.12121212121212,82.58426966292134,80.7
Meghalaya,West Garo Hills,14478,10256,3927,6329,10,283,70.8,67.7465010221733,94.54545454545455,91.66173861620342,80.6
Madhya Pradesh,Rewa,5513,5510,4652,858,30,920,99.9,82.67337631703099,82.42424242424242,72.8267297457126,80.6
Gujarat,Junagadh,2822,2789,2448,341,54,906,98.8,91.23132568013838,67.87878787878788,73.24068598462448,80.6
Maharashtra,Nandurbar,7848,7673,5411,2262,20,669,97.8,75.8704198773392,88.48484848484848,80.24837374334713,80.5
Madhya Pradesh,Shivpuri,8524,8074,4389,3685,21,540,94.7,74.60921528542224,87.87878787878788,84.06268480189237,80.5
Maharashtra,Amravati,4140,4092,3305,787,42,949,98.8,87.13319704356032,75.15151515151516,71.9692489651094,80.5
Uttar Pradesh,Pilibhit,10505,10360,6615,3745,9,300,98.6,67.41940556691304,95.15151515151516,91.15907746895329,80.5
Gujarat,Mahesana,3882,3670,3016,654,52,754,94.5,88.46044975625098,69.0909090909091,77.73506800709639,80.5
Uttar Pradesh,Mainpuri,8123,7980,3254,4726,20,605,98.2,74.90485925459978,88.48484848484848,82.14074512123004,80.4
Andhra Pradesh,Hyderabad,2299,2298,1770,528,61,893,100.0,92.7755936467998,63.63636363636363,73.62507392075695,80.2
Gujarat,Jamnagar,4049,3859,3224,635,49,866,95.3,87.86601666928763,70.9090909090909,74.4234180958013,80.1
Uttar Pradesh,Deoria,6271,6203,2772,3431,28,882,98.9,80.49378833149866,83.63636363636364,73.95032525133057,80.1
Madhya Pradesh,Sagar,6991,6886,5612,1274,27,759,98.5,78.34565183204907,84.24242424242425,77.5872264931993,80.0
Uttar Pradesh,Muzaffarnagar,7249,7178,4435,2743,25,737,99.0,77.42726843843371,85.45454545454545,78.23772915434654,80.0
Odisha,Sundergarh,2389,2376,1962,414,58,1013,99.5,92.53027205535462,65.45454545454545,70.07687758722649,79.9
Assam,Sonitpur,5255,4916,3130,1786,43,828,93.5,84.5415945903444,74.54545454545455,75.54701360141928,79.7
Maharashtra,Beed,7362,7177,5103,2074,28,703,97.5,77.43041358704198,83.63636363636364,79.24305144884684,79.7
Rajasthan,Jalor,8237,8101,4922,3179,21,676,98.3,74.5242962729989,87.87878787878788,80.04139562389119,79.6
Maharashtra,Raigarh,2562,2562,2055,507,61,935,100.0,91.94527441421607,63.63636363636363,72.3832052040213,79.5
Gujarat,Ahmadabad,6148,5908,3695,2213,52,332,96.1,81.42160717093883,69.0909090909091,90.21289178001183,79.5
Tamil Nadu,Namakkal,2568,2565,2308,257,58,1057,99.9,91.93583896839125,65.45454545454545,68.77587226493199,79.4
Delhi,North West Delhi,9108,8839,6652,2187,18,607,97.0,72.20317660009435,89.6969696969697,82.0816085156712,79.4
Karnataka,Mysuru,2598,2423,2095,328,68,791,93.3,92.38245007076584,59.39393939393939,76.64104080425784,79.3
Karnataka,Uttara Kannada,1382,1373,1268,105,76,830,99.3,95.68485610945118,54.54545454545454,75.48787699586043,79.3
Uttar Pradesh,Siddharthnagar,9099,8796,3194,5602,19,603,96.7,72.33841799025004,89.0909090909091,82.19988172678887,79.3
Odisha,Khorda,2189,2180,1807,373,63,1030,99.6,93.14672118257587,62.42424242424242,69.57421643997634,79.2
Andhra Pradesh,Vizianagaram,1880,1878,1778,100,65,1046,99.9,94.09655606227395,61.21212121212121,69.10112359550561,79.2
Uttar Pradesh,Mathura,6849,6741,3045,3696,29,866,98.4,78.80169838024847,83.03030303030303,74.4234180958013,79.2
Andhra Pradesh,Ananthapur,888,888,812,76,88,631,100.0,97.21025318446297,47.27272727272728,81.37196924896512,79.1
Madhya Pradesh,Satna,7594,7534,6271,1263,25,806,99.2,76.30759553388899,85.45454545454545,76.19751626256652,79.0
Telangana,Warangal,1692,1692,1392,300,72,916,100.0,94.68155370341249,56.96969696969697,72.94500295683028,79.0
Assam,Dhubri,8934,8596,5832,2764,21,672,96.2,72.96744771190438,87.87878787878788,80.15966883500887,78.9
Punjab,Jalandhar,2052,2029,1678,351,70,949,98.9,93.62163862242491,58.18181818181818,71.9692489651094,78.7
Maharashtra,Palghar,6388,6265,3925,2340,37,827,98.1,80.29878911778582,78.18181818181819,75.57658190419869,78.7
Uttar Pradesh,Bara Banki,5146,5099,3118,1981,40,1066,99.1,83.96603239503067,76.36363636363636,68.5097575399172,78.6
Tamil Nadu,Virudhunagar,2619,2618,2314,304,62,1046,100.0,91.76914609215285,63.03030303030303,69.10112359550561,78.6
Uttarakhand,Dehradun,6377,6259,5114,1145,40,762,98.1,80.31766000943546,76.36363636363636,77.49852158486102,78.6
Gujarat,Kheda,4316,3963,3050,913,54,978,91.8,87.53892121402737,67.87878787878788,71.1117681845062,78.4
Madhya Pradesh,Bhopal,7143,7055,6105,950,32,819,98.8,77.81412171725114,81.21212121212122,75.81312832643405,78.4
Karnataka,Udupi,2031,2013,1910,103,71,967,99.1,93.67196100015725,57.57575757575758,71.43701951507983,78.4
Bihar,Begusarai,6844,6801,4049,2752,33,873,99.4,78.61298946375217,80.60606060606061,74.21643997634536,78.3
Tamil Nadu,Dindigul,2985,2983,2304,679,57,1177,99.9,90.62116685013368,66.06060606060606,65.22767593140154,78.2
Telangana,Nizamabad,3782,3781,3458,323,52,1118,100.0,88.11133826073282,69.0909090909091,66.97220579538734,78.2
Andhra Pradesh,Srikakulam,2046,2040,1960,80,66,1156,99.7,93.58704198773393,60.6060606060606,65.84861028976937,78.1
Odisha,Baleswar,3614,3611,2958,653,52,1177,99.9,88.64601352413902,69.0909090909091,65.22767593140154,78.1
Bihar,Araria,9834,9741,6162,3579,19,566,99.1,69.36625255543325,89.0909090909091,83.29390892962743,78.1
Rajasthan,Churu,8157,8065,4887,3178,27,762,98.9,74.63752162289668,84.24242424242425,77.49852158486102,78.1
Uttar Pradesh,Ballia,5295,5286,2040,3246,39,1156,99.8,83.37788960528385,76.96969696969697,65.84861028976937,77.9
Gujarat,Dohad,12113,11443,4403,7040,15,273,94.5,64.01320962415474,91.51515151515152,91.95742164399763,77.9
Uttar Pradesh,Firozabad,9252,9163,5496,3667,26,580,99.0,71.18414845101431,84.84848484848484,82.87995269071556,77.6
Rajasthan,Bhilwara,6982,6902,4963,1939,33,971,98.9,78.29532945431671,80.60606060606061,71.31874630396214,77.6
Madhya Pradesh,Bhind,10302,9761,5959,3802,20,626,94.7,69.30334958326782,88.48484848484848,81.5198107628622,77.5
Tamil Nadu,Thiruvarur,1882,1881,1498,383,74,1082,99.9,94.08712061644913,55.75757575757576,68.03666469544648,77.4
Uttar Pradesh,Fatehpur,8580,8411,4317,4094,27,798,98.0,73.54930020443466,84.24242424242425,76.43406268480189,77.3
Rajasthan,Pali,5114,5074,3546,1528,44,1169,99.2,84.04466111023746,73.93939393939394,65.4642223536369,77.3
Rajasthan,Jhunjhunun,4213,4190,3156,1034,50,1228,99.5,86.82497247994968,70.3030303030303,63.719692489651095,77.2
Punjab,Amritsar,6900,6728,5355,1373,42,799,97.5,78.842585312156,75.15151515151516,76.40449438202248,77.2
Bihar,Katihar,9584,9514,6399,3115,23,689,99.3,70.08020128951092,86.66666666666667,79.65700768775872,77.0
West Bengal,Purba Bardhaman,1604,1567,1377,190,86,864,97.7,95.07469727944645,48.484848484848484,74.48255470136013,77.0
Uttar Pradesh,Rae Bareli,5222,5201,2895,2306,45,1170,99.6,83.64522723698695,73.33333333333333,65.43465405085747,76.9
Uttar Pradesh,Pratapgarh,5817,5806,3082,2724,39,1188,99.8,81.74241232898254,76.96969696969697,64.90242460082791,76.9
Gujarat,Bhavnagar,6607,6283,5279,1004,44,912,95.1,80.24217644283692,73.93939393939394,73.06327616794795,76.9
Uttar Pradesh,Sultanpur,7501,7393,3292,4101,34,935,98.6,76.75106148765529,80.0,72.3832052040213,76.9
Gujarat,Kachchh,5714,5415,3380,2035,55,824,94.8,82.9721654348168,67.27272727272728,75.66528681253696,76.8
Gujarat,Anand,4096,3809,3198,611,65,954,93.0,88.02327409970121,61.21212121212121,71.8214074512123,76.7
Tamil Nadu,Sivaganga,2162,2152,1872,280,78,1022,99.5,93.23478534360748,53.333333333333336,69.8107628622117,76.6
West Bengal,Darjeeling,5357,4778,2711,2067,62,828,89.2,84.97562509828589,63.03030303030303,75.54701360141928,76.5
Madhya Pradesh,Khargone,11265,10831,6868,3963,19,535,96.1,65.93804057241704,89.0909090909091,84.21052631578948,76.5
Tamil Nadu,Pudukkottai,3560,3543,2731,812,60,1217,99.5,88.8598836295015,64.24242424242425,64.04494382022472,76.5
Tamil Nadu,Erode,3054,3054,2554,500,63,1277,100.0,90.39786129894638,62.42424242424242,62.27084565345949,76.4
Telangana,Nalgonda,3877,3877,3134,743,57,1233,100.0,87.80940399433874,66.06060606060606,63.57185097575399,76.4
Maharashtra,Dhule,9484,9043,4893,4150,28,767,95.4,71.56156628400691,83.63636363636364,77.35068007096393,76.3
Rajasthan,Bikaner,9302,9161,5178,3983,27,794,98.5,71.19043874823086,84.24242424242425,76.55233589591957,76.2
Haryana,Faridabad,12119,11878,9375,2503,16,404,98.0,62.64506997955653,90.9090909090909,88.08397397989356,76.2
Odisha,Cuttack,2887,2880,2263,617,69,1211,99.8,90.94511715678566,58.78787878787879,64.22235363690123,76.0
Andhra Pradesh,Ananthapuramu,1430,1425,1336,89,92,878,99.7,95.52130838182104,44.84848484848485,74.06859846244825,76.0
Jharkhand,Ranchi,8003,7737,4624,3113,37,916,96.7,75.66913036640982,78.18181818181819,72.94500295683028,75.9
Bihar,Gopalganj,10492,10331,3571,6760,23,677,98.5,67.51061487655292,86.66666666666667,80.01182732111177,75.8
Tamil Nadu,Tiruppur,3120,3119,2585,534,68,1219,100.0,90.19342663940871,59.39393939393939,63.985807214665876,75.7
Uttar Pradesh,Bijnor,9038,8986,6663,2323,28,895,99.4,71.7408397546784,83.63636363636364,73.56593731519811,75.7
Bihar,Purbi Champaran,14871,14071,4000,10071,12,24,94.6,55.74775908161661,93.33333333333333,99.31992903607333,75.7
West Bengal,Cooch Behar,7225,7070,4761,2309,39,1087,97.9,77.76694448812707,76.96969696969697,67.88882318154938,75.6
Maharashtra,Satara,3034,2939,2415,524,77,1027,96.9,90.75955338889763,53.93939393939394,69.6629213483146,75.5
Gujarat,Banas Kantha,13406,12624,5917,6707,24,90,94.2,60.298789117785816,86.06060606060606,97.36842105263158,75.4
Rajasthan,Barmer,9502,9461,6216,3245,27,885,99.6,70.24689416574932,84.24242424242425,73.86162034299231,75.2
Madhya Pradesh,Chhatarpur,11386,11121,6530,4591,20,654,97.7,65.02594747601825,88.48484848484848,80.69189828503843,75.2
Bihar,Bhojpur,7006,6953,1538,5415,41,1122,99.2,78.13492687529487,75.75757575757576,66.85393258426966,75.2
Assam,Nagaon,8750,8441,5998,2443,37,866,96.5,73.45494574618651,78.18181818181819,74.4234180958013,75.1
Bihar,Nawada,10594,10339,1709,8630,24,755,97.6,67.48545368768674,86.06060606060606,77.70549970431696,75.1
Assam,Barpeta,11013,10647,8054,2593,25,646,96.7,66.51674791633906,85.45454545454545,80.9284447072738,75.1
Kerala,Pathanamthitta,886,854,640,214,108,696,96.4,97.31718823714421,35.151515151515156,79.45002956830278,75.1
Maharashtra,Sangli,4946,4825,3330,1495,64,1017,97.6,84.82780311369712,61.81818181818181,69.95860437610881,75.0
Bihar,Nalanda,9252,9134,2129,7005,31,877,98.7,71.27535776065419,81.81818181818181,74.09816676522767,75.0
Uttar Pradesh,Ghazipur,6747,6704,2417,4287,41,1244,99.4,78.91806887875453,75.75757575757576,63.24659964518036,74.8
Assam,Karimganj,10691,10116,6490,3626,27,799,94.6,68.18682182733134,84.24242424242425,76.40449438202248,74.6
Uttar Pradesh,Budaun,10847,10588,5207,5381,26,725,97.6,66.70231168422708,84.84848484848484,78.59254878769958,74.5
Andhra Pradesh,Nellore,2491,2489,2084,405,79,1269,99.9,92.1748702626199,52.72727272727273,62.50739207569485,74.4
West Bengal,Puruliya,7536,7494,5443,2051,42,1110,99.4,76.43340147821985,75.15151515151516,67.2087522176227,74.2
Jharkhand,Dhanbad,6623,6565,3954,2611,52,1076,99.1,79.3552445353043,69.0909090909091,68.214074512123,74.0
Gujarat,Banaskantha,11977,10608,6010,4598,27,791,88.6,66.63940871206165,84.24242424242425,76.64104080425784,73.9
Andhra Pradesh,Cuddapah,2634,2634,2411,223,80,1298,100.0,91.71882371442051,52.12121212121212,61.649911295091655,73.8
Andhra Pradesh,Anantapur,2056,2056,1885,171,91,1189,100.0,93.53671961000157,45.45454545454546,64.87285629804849,73.4
Delhi,West Delhi,15552,14618,10867,3751,11,343,94.0,54.027362792891964,93.93939393939394,89.88764044943821,73.2
Uttar Pradesh,Maharajganj,13542,13174,4463,8711,16,591,97.3,58.56895738323636,90.9090909090909,82.55470136014193,73.1
Maharashtra,Nanded,8323,8117,6218,1899,44,1075,97.5,74.47397389526655,73.93939393939394,68.24364281490242,73.1
Tamil Nadu,Nagapattinam,2009,2009,1651,358,92,1218,100.0,93.68454159459034,44.84848484848485,64.01537551744529,73.1
Uttar Pradesh,Saharanpur,12563,12475,8640,3835,22,629,99.3,60.76741626041831,87.27272727272728,81.43110585452395,72.9
Tamil Nadu,Madurai,5230,5201,4678,523,59,1442,99.4,83.64522723698695,64.84848484848484,57.39207569485511,72.8
Madhya Pradesh,Gwalior,13315,12805,8179,4626,20,613,96.2,59.72951721968863,88.48484848484848,81.90419869899468,72.8
Tamil Nadu,Viluppuram,2244,2244,1892,352,89,1313,100.0,92.94543167164649,46.666666666666664,61.20638675340035,72.7
Uttar Pradesh,Rampur,15405,15176,8949,6227,10,323,98.5,52.27236986947633,94.54545454545455,90.4790065050266,72.6
Tamil Nadu,Thoothukkudi,2482,2482,2094,388,91,1219,100.0,92.19688630287781,45.45454545454546,63.985807214665876,72.5
Bihar,Pashchim Champaran,16317,15755,5037,10718,14,54,96.6,50.45132882528699,92.12121212121212,98.43287995269071,72.5
Himachal Pradesh,Kangra,1794,1785,1740,45,100,1167,99.5,94.38905488284321,40.0,65.52335895919575,72.3
Rajasthan,Udaipur,8301,8247,4748,3499,44,1172,99.3,74.06510457619123,73.93939393939394,65.37551744529864,72.3
Tamil Nadu,Tiruvannamalai,3698,3694,3316,378,71,1563,99.9,88.38496618965246,57.57575757575758,53.814311058545236,72.2
Uttar Pradesh,Allahabad,7452,7447,3910,3537,48,1369,99.9,76.58122346280862,71.51515151515152,59.550561797752806,71.7
Bihar,Darbhanga,8364,8317,5233,3084,45,1226,99.4,73.8449441736122,73.33333333333333,63.77882909520993,71.7
Bihar,Siwan,8650,8560,3309,5251,44,1212,99.0,73.08067306180217,73.93939393939394,64.19278533412182,71.6
Tamil Nadu,Cuddalore,4250,4240,3708,532,69,1582,99.8,86.6677150495361,58.78787878787879,53.25251330573625,71.6
Maharashtra,Kolhapur,3608,3582,2964,618,77,1522,99.3,88.7372228337789,53.93939393939394,55.02661147250147,71.6
Uttar Pradesh,Gonda,10251,10015,4612,5403,35,1097,97.7,68.50448183676679,79.39393939393939,67.59314015375517,71.6
West Bengal,Malda,9511,9468,6903,2565,39,1127,99.5,70.22487812549143,76.96969696969697,66.70609107037257,71.5
Rajasthan,Bharatpur,10644,10562,6407,4155,32,1056,99.2,66.78408554804214,81.21212121212122,68.80544056771141,71.5
Telangana,Karimnagar,3301,3299,2862,437,82,1445,99.9,89.6272998899198,50.90909090909091,57.30337078651685,71.5
West Bengal,Howrah,6693,6642,4614,2028,59,1292,99.2,79.11306809246737,64.84848484848484,61.82732111176818,71.4
Rajasthan,Ajmer,7512,7438,5661,1777,53,1283,99.0,76.60952980028307,68.48484848484848,62.093435836782966,71.3
West Bengal,Birbhum,8453,8380,7115,1265,47,1221,99.1,73.64679981129109,72.12121212121212,63.926670609107035,71.2
Madhya Pradesh,Morena,16008,15493,9413,6080,12,409,96.8,51.275357760654195,93.33333333333333,87.93613246599645,71.2
Bihar,Vaishali,10186,10145,4495,5650,37,1138,99.6,68.09561251769146,78.18181818181819,66.38083973979893,70.8
Kerala,Kozhikode,2814,2763,1837,926,90,1493,98.2,91.31309954395346,46.06060606060607,55.88409225310467,70.7
Kerala,Alappuzha,1569,1555,1101,454,114,1084,99.1,95.11243906274572,31.515151515151516,67.97752808988764,70.6
Telangana,Medak,4326,4322,3471,851,75,1583,99.9,86.4098128636578,55.15151515151515,53.22294500295683,70.4
Tamil Nadu,Villupuram,2873,2873,2456,417,91,1491,100.0,90.96713319704357,45.45454545454546,55.94322885866351,70.3
Rajasthan,Sikar,7152,7089,5116,1973,56,1483,99.1,77.7071866645699,66.66666666666666,56.17977528089887,70.1
Kerala,Kannur,2562,2489,1603,886,98,1437,97.2,92.1748702626199,41.21212121212121,57.539917208752215,70.0
West Bengal,Bankura,5451,5394,4210,1184,74,1398,99.0,83.0382135555905,55.75757575757576,58.69308101714961,70.0
Bihar,Samastipur,9901,9815,5645,4170,41,1249,99.1,69.13351155842113,75.75757575757576,63.09875813128326,69.9
Karnataka,Dakshina Kannada,2826,2779,2555,224,97,1416,98.3,91.2627771662211,41.81818181818182,58.16085156712004,69.8
Kerala,Kottayam,1514,1502,1113,389,120,1061,99.2,95.27913193898412,27.878787878787875,68.65759905381431,69.7
Odisha,Mayurbhanj,5163,5155,3954,1201,69,1680,99.8,83.78990407296745,58.78787878787879,50.354819633353046,69.6
Odisha,Ganjam,4029,4027,3460,567,78,1728,100.0,87.33763170309797,53.333333333333336,48.93554109994086,69.5
Madhya Pradesh,Barwani,17863,17333,9897,7436,10,309,97.0,45.48828432143419,94.54545454545455,90.8929627439385,69.3
Uttar Pradesh,Unnao,13655,13352,6305,7047,30,760,97.8,58.00912093096399,82.42424242424242,77.55765819041987,69.2
Bihar,Purnia,13483,13333,7982,5351,29,840,98.9,58.06887875452115,83.03030303030303,75.19219396806623,69.0
Uttar Pradesh,Moradabad,15721,15542,10754,4788,21,545,98.9,51.12124547884888,87.87878787878788,83.91484328799527,68.7
West Bengal,Jalpaiguri,6743,6412,3398,3014,69,1508,95.1,79.83645227236987,58.78787878787879,55.440567711413365,68.6
Maharashtra,Nagpur,6781,6626,5669,957,67,1519,97.7,79.16339047019972,60.0,55.11531638083974,68.6
Uttar Pradesh,Gautam Buddha Nagar,14902,14336,6665,7671,29,645,96.2,54.9142947004246,83.03030303030303,80.95801301005322,68.6
Uttar Pradesh,Bulandshahr,10353,10214,5252,4962,50,1140,98.7,67.8785972637207,70.3030303030303,66.3217031342401,68.3
Maharashtra,Solapur,6789,6627,4927,1700,71,1451,97.6,79.16024532159145,57.57575757575758,57.12596096984033,68.3
Assam,Kamrup,10640,9785,7069,2716,61,928,92.0,69.22786601666928,63.63636363636363,72.59018332347723,68.2
Andhra Pradesh,Visakhapatnam,3771,3762,3512,250,89,1705,99.8,88.17109608428999,46.666666666666664,49.61561206386753,68.0
Telangana,Mahabubnagar,6008,6005,4500,1505,72,1648,100.0,81.11652775593646,56.96969696969697,51.30100532229449,67.9
Tamil Nadu,Chennai,4891,4819,3659,1160,83,1639,98.5,84.84667400534676,50.3030303030303,51.56712004730928,67.8
Madhya Pradesh,Indore,13952,13549,9936,3613,31,915,97.1,57.38952665513445,81.81818181818181,72.97457125960969,67.8
Kerala,Kollam,2301,2225,1659,566,114,1394,96.7,93.00518949520365,31.515151515151516,58.81135422826729,67.7
Maharashtra,Aurangabad,11775,11646,7825,3821,42,1171,98.9,63.37474445667558,75.15151515151516,65.40508574807805,67.3
Maharashtra,Jalgaon,8591,8446,6324,2122,62,1455,98.3,73.43922000314515,63.03030303030303,57.007687758722646,67.0
Tamil Nadu,Tiruvallur,5417,5392,4154,1238,77,1843,99.5,83.04450385280705,53.93939393939394,45.535186280307514,66.8
Gujarat,Vadodara,7040,6650,4984,1666,78,1529,94.5,79.0879069036012,53.333333333333336,54.81963335304553,66.5
Andhra Pradesh,Chittoor,3794,3778,3436,342,98,1685,99.6,88.12077370655763,41.21212121212121,50.20697811945594,66.5
